OBJECTID,country,project_id,project_name,group_id,group_name,project_status,class,sub_class,grant_reference,phase,hectares,Shape__Area,Shape__Length
797,Scotland,104000000026943,Luing Woodland Creation,,,Validated,Planted,Broadleaved (>80%),18FGS28678,9,90.17,901673.8693847656,39031.26957146762
798,Scotland,104000000026943,Luing Woodland Creation,,,Validated,Other,Open Ground,18FGS28678,9,42.4,423989.5272445679,31872.207648134518
799,England,104000000026947,EE 2020,103000000017150,New Carbon Woodlands 1,Validated,Planted,Mixed predominantly broadleaved (50-80%),CS 667791,7,3.57,35727.44161224365,2470.4034475349576
800,England,104000000026949,Sparrowletch Extension,,,Validated,Planted,Broadleaved (>80%),1027383,8,0.77,7734.147003173828,1176.3576305819522
801,England,104000000026949,Sparrowletch Extension,,,Validated,Planted,Conifer (>80%),1027383,8,5.24,52391.676986694336,2214.2582370138657
802,England,104000000026949,Sparrowletch Extension,,,Validated,Other,Open Ground,1027383,8,0.79,7936.100082397461,1707.842186320201
803,Scotland,104000000026950,Auchenleith,,,Validated,Planted,Broadleaved (>80%),20FGS48143,7,10.91,109063.80056762695,9213.898339489135
804,Scotland,104000000026950,Auchenleith,,,Validated,Planted,Conifer (>80%),20FGS48143,7,50.5,505027.8573913574,11743.412798160885
805,Scotland,104000000026950,Auchenleith,,,Validated,Other,Open Ground,20FGS48143,7,22.01,220089.1978149414,16207.421354701568
806,Scotland,104000000026953,Kirkmabreck,,,Validated,Planted,Broadleaved (>80%),20FGS50264,7,24.44,244431.89694213867,7387.595127938365
807,Scotland,104000000026953,Kirkmabreck,,,Validated,Planted,Conifer (>80%),20FGS50264,7,50.44,504434.1217956543,7308.689375195829
808,Scotland,104000000026953,Kirkmabreck,,,Validated,Other,Existing Woodland,20FGS50264,7,0.89,8883.91340637207,422.88675257539387
809,Scotland,104000000026953,Kirkmabreck,,,Validated,Other,Open Ground,20FGS50264,7,21,209965.0922088623,8618.125432872364
810,Scotland,104000000026958,Cormilligan,103000000017272,CS 2,Validated,Planted,Broadleaved (>80%),19FGS38163,8,19.33,193341.37954711914,10591.503087870247
811,Scotland,104000000026958,Cormilligan,103000000017272,CS 2,Validated,Planted,Mixed predominantly broadleaved (50-80%),19FGS38163,8,9.56,95646.91876220703,3431.556361977096
812,Scotland,104000000026958,Cormilligan,103000000017272,CS 2,Validated,Planted,Conifer (>80%),19FGS38163,8,321.26,3212601.3998565674,56450.415553222774
813,Scotland,104000000026958,Cormilligan,103000000017272,CS 2,Validated,Other,Open Ground,19FGS38163,8,320.97,3209712.464691162,72757.38955710534
814,Scotland,104000000026959,Chapelhill,,,Validated,Planted,Broadleaved (>80%),18FGS34278,7,16.8,167999.87983703613,13330.894224215803
815,Scotland,104000000026959,Chapelhill,,,Validated,Planted,Conifer (>80%),18FGS34278,7,67.84,678420.7579040527,13921.009012876983
816,Scotland,104000000026959,Chapelhill,,,Validated,Other,Open Ground,18FGS34278,7,22.53,225299.3840484619,22544.87032709702
817,Scotland,104000000026960,Glenkerran,,,Validated,Planted,Broadleaved (>80%),19FGS35778,8,5.46,54624.37529754639,3943.482303351104
818,Scotland,104000000026960,Glenkerran,,,Validated,Planted,Conifer (>80%),19FGS35778,8,59.85,598511.203918457,12218.174343861057
819,Scotland,104000000026960,Glenkerran,,,Validated,Other,Existing Woodland,19FGS35778,8,19.52,195216.0948562622,10359.151035463348
820,Scotland,104000000026960,Glenkerran,,,Validated,Other,Open Ground,19FGS35778,8,38.96,389598.94316864014,21999.242257328162
821,Scotland,104000000026961,L & C Borland WC,103000000017299,JDM – 2023 Group,Validated,Planted,Broadleaved (>80%),18FGS32779,8,7.8,78033.56065368652,3863.6506633025033
822,Scotland,104000000026961,L & C Borland WC,103000000017299,JDM – 2023 Group,Validated,Other,Open Ground,18FGS32779,8,0.69,6884.490615844727,706.0858170601881
823,England,104000000026962,Snowden Close,,,Validated,Planted,Broadleaved (>80%),WCPG 21 17_18 Snowden Close,8,16.17,161667.5731201172,11744.755046009252
824,England,104000000026962,Snowden Close,,,Validated,Planted,Mixed predominantly broadleaved (50-80%),WCPG 21 17_18 Snowden Close,8,3.38,33811.37966918945,1762.895384400872
825,England,104000000026962,Snowden Close,,,Validated,Planted,Conifer (>80%),WCPG 21 17_18 Snowden Close,8,139.33,1393265.4031982422,27122.68442729164
826,England,104000000026962,Snowden Close,,,Validated,Other,Existing Woodland,WCPG 21 17_18 Snowden Close,8,3.35,33514.07725524902,5155.477165869931
827,England,104000000026962,Snowden Close,,,Validated,Other,Open Ground,WCPG 21 17_18 Snowden Close,8,45.94,459438.46897888184,25292.629417646003
828,Scotland,104000000026963,Otter Woodland Creation,,,Validated,Planted,Broadleaved (>80%),19FGS42924,7,30.7,306965.8582687378,14824.017135023692
829,Scotland,104000000026963,Otter Woodland Creation,,,Validated,Planted,Conifer (>80%),19FGS42924,7,103.07,1030700.8796310425,23225.85120994878
830,Scotland,104000000026963,Otter Woodland Creation,,,Validated,Other,Open Ground,19FGS42924,7,95.45,954504.9992599487,33501.91953498003
831,Scotland,104000000026964,Accurrach,,,Validated,Planted,Broadleaved (>80%),17FGS24478-004,6,22.49,224883.9913330078,10010.946369959935
832,Scotland,104000000026964,Accurrach,,,Validated,Planted,Conifer (>80%),17FGS24478-004,6,11.18,111805.3365020752,8468.031343338067
833,Scotland,104000000026964,Accurrach,,,Validated,Other,Open Ground,17FGS24478-004,6,11.84,118441.06671142578,12960.320811769467
834,Scotland,104000000026966,Auldmurroch,,,Validated,Planted,Broadleaved (>80%),20FGS55563,7,29.58,295806.0849914551,17142.650359728963
835,Scotland,104000000026966,Auldmurroch,,,Validated,Planted,Conifer (>80%),20FGS55563,7,150.39,1503923.186203003,22750.04176122617
836,Scotland,104000000026966,Auldmurroch,,,Validated,Planted,Mixed predominantly conifer (50-80%),20FGS55563,7,3.33,33317.05776977539,905.1042964259925
837,Scotland,104000000026966,Auldmurroch,,,Validated,Other,Open Ground,20FGS55563,7,66.42,664176.2905883789,45351.41438961611
838,Wales,104000000026969,Cwm Ffrwd,103000000017259,CS Wales 1,Validated,Planted,Broadleaved (>80%),P0000288,7,2.66,26554.10076904297,2648.609818977469
839,Wales,104000000026969,Cwm Ffrwd,103000000017259,CS Wales 1,Validated,Planted,Conifer (>80%),P0000288,7,8.74,87427.71670532227,2674.981910702197
840,Wales,104000000026969,Cwm Ffrwd,103000000017259,CS Wales 1,Validated,Other,Existing Woodland,P0000288,7,3.51,35101.87462615967,1213.4418846789004
841,Wales,104000000026969,Cwm Ffrwd,103000000017259,CS Wales 1,Validated,Other,Open Ground,P0000288,7,2.93,29297.12619781494,3295.5827324893303
842,Wales,104000000026972,Ddulleybank Phase 2,,,Validated,Planted,Broadleaved (>80%),P0000294,8,2.55,25455.048233032227,2243.938478815322
843,Wales,104000000026972,Ddulleybank Phase 2,,,Validated,Planted,Conifer (>80%),P0000294,8,8.12,81242.75969696045,1643.49889132167
844,Wales,104000000026973,Glancwm Sidan,103000000017259,CS Wales 1,Validated,Planted,Broadleaved (>80%),P0000313,8,3.84,38395.84720611572,4425.475354868749
845,Wales,104000000026973,Glancwm Sidan,103000000017259,CS Wales 1,Validated,Planted,Conifer (>80%),P0000313,8,10.72,107175.94886779785,3411.4843340589327
846,Wales,104000000026973,Glancwm Sidan,103000000017259,CS Wales 1,Validated,Other,Open Ground,P0000313,8,4.13,41297.699657440186,3919.8031409080386
847,England,104000000027004,Bromborough P2019,103000000017252,"Bromborough, Brown, Harding",Validated,Planted,Broadleaved (>80%),HS2 WF 10 17_18,7,9.3,92977.25702667236,3619.5527422497285
848,England,104000000027004,Bromborough P2019,103000000017252,"Bromborough, Brown, Harding",Validated,Other,Open Ground,HS2 WF 10 17_18,7,0.39,3856.310417175293,573.2652764909101
849,Scotland,104000000027006,Beinn Mheadhoin Woodland Creation,,,Validated,Planted,Broadleaved (>80%),20FGS48703,8,59.17,591651.3277740479,12842.210136210233
850,Scotland,104000000027006,Beinn Mheadhoin Woodland Creation,,,Validated,Other,Open Ground,20FGS48703,8,13.09,130855.10412597656,13769.801309636538
851,Scotland,104000000027007,Munnoch Farm,103000000017248,Munnoch and Loanhead,Validated,Planted,Broadleaved (>80%),18FGS2889-001,7,6.13,61294.66049194336,2882.250003023597
852,Scotland,104000000027007,Munnoch Farm,103000000017248,Munnoch and Loanhead,Validated,Planted,Conifer (>80%),18FGS2889-001,7,55.86,558575.2337646484,8612.740941260068
853,Scotland,104000000027007,Munnoch Farm,103000000017248,Munnoch and Loanhead,Validated,Other,Open Ground,18FGS2889-001,7,19.93,199278.47813415527,11814.651866047581
854,Scotland,104000000027010,Fairliehope Native Woodland Planting,103000000017203,Scotland 1st Group,Under Development,Planted,Broadleaved (>80%),20FGS50885; 21FGS61065,8,16.59,165888.13655090332,5810.687753459466
855,Scotland,104000000027010,Fairliehope Native Woodland Planting,103000000017203,Scotland 1st Group,Under Development,Planted,Mixed predominantly broadleaved (50-80%),20FGS50885; 21FGS61065,8,1.8,17958.565628051758,624.7645587825047
856,Scotland,104000000027010,Fairliehope Native Woodland Planting,103000000017203,Scotland 1st Group,Under Development,Other,Open Ground,20FGS50885; 21FGS61065,8,1.89,18946.756774902344,2218.291841023599
857,Scotland,104000000027011,Over Innens Native Woodland Planting,103000000017203,Scotland 1st Group,Under Development,Planted,Broadleaved (>80%),18FGS34084,8,41.03,410282.3616333008,14015.144147624016
858,Scotland,104000000027011,Over Innens Native Woodland Planting,103000000017203,Scotland 1st Group,Under Development,Other,Open Ground,18FGS34084,8,22.04,220362.83140563965,15597.926881648658
859,England,104000000027016,New House Farm Bodiam,,,Under Development,Planted,Broadleaved (>80%),20221007 EWCO 052 22_23 ,8,9.21,92130.40319824219,6623.1937520290385
860,England,104000000027016,New House Farm Bodiam,,,Under Development,Other,Open Ground,20221007 EWCO 052 22_23 ,8,6.31,63118.5318069458,13388.521430596453
861,Scotland,104000000027017,Sutherland Estates Silver Rock,,,Validated,Planted,Broadleaved (>80%),17FGS21219,9,198.18,1981846.6024475098,37383.473917172174
862,Scotland,104000000027017,Sutherland Estates Silver Rock,,,Validated,Planted,Conifer (>80%),17FGS21219,9,21.74,217395.4009552002,6825.785526295862
863,Scotland,104000000027017,Sutherland Estates Silver Rock,,,Validated,Other,Open Ground,17FGS21219,9,466.67,4666734.4727630615,48537.495087121315
864,Scotland,104000000027020,Balnacoil New Woodlands,,,Validated,Planted,Broadleaved (>80%),18FGS28918,8,34.34,343383.9458312988,15571.541012016287
865,Scotland,104000000027020,Balnacoil New Woodlands,,,Validated,Planted,Conifer (>80%),18FGS28918,8,109.61,1096051.0910644531,28722.28733430139
866,Scotland,104000000027020,Balnacoil New Woodlands,,,Validated,Other,Open Ground,18FGS28918,8,65.99,659868.558013916,41107.4184352616
867,Scotland,104000000027021,Bowshiel,103000000017207,Forest Carbon Group Scheme 12,Validated,Planted,Broadleaved (>80%),18FGS33893-001 &  20FGS54983,8,9.03,90264.58810424805,5598.295089637405
868,Scotland,104000000027021,Bowshiel,103000000017207,Forest Carbon Group Scheme 12,Validated,Other,Open Ground,18FGS33893-001 &  20FGS54983,8,16.48,164794.86799621582,7154.397983625752
869,England,104000000027022,Langley Forest,,,Verified,Planted,Broadleaved (>80%),05 20_21,8,16.24,162386.48782348633,6916.009473437873
870,England,104000000027022,Langley Forest,,,Verified,Planted,Conifer (>80%),05 20_21,8,21.52,215233.13496398926,4480.153123444418
871,England,104000000027022,Langley Forest,,,Verified,Other,Existing Woodland,05 20_21,8,0.84,8441.732223510742,3139.2674541525403
872,England,104000000027022,Langley Forest,,,Verified,Other,Open Ground,05 20_21,8,4.54,45397.06396484375,4038.060089792367
873,Scotland,104000000027023,Dalnessie New Woodlands,,,Verified,Planted,Broadleaved (>80%),18FGS29879,8,86.13,861338.9959106445,13976.837755555534
874,Scotland,104000000027023,Dalnessie New Woodlands,,,Verified,Planted,Conifer (>80%),18FGS29879,8,20.9,208992.60011291504,4155.2450704385055
875,Scotland,104000000027023,Dalnessie New Woodlands,,,Verified,Other,Open Ground,18FGS29879,8,71.14,711409.5950469971,20516.4562985367
876,Scotland,104000000027024,Caplich,,,Validated,Planted,Broadleaved (>80%),19FGS38083-001,7,33.25,332528.16036987305,2555.2397478741923
877,Scotland,104000000027024,Caplich,,,Validated,Other,Open Ground,19FGS38083-001,7,6.01,60104.51643371582,2452.8231322641263
878,Scotland,104000000027026,Braomisaig,,,Validated,Planted,Broadleaved (>80%),20FGS48083-001,7,8.38,83839.78578186035,5767.248758414962
879,Scotland,104000000027026,Braomisaig,,,Validated,Natural Regeneration - Upfront,Broadleaved (>80%),20FGS48083-001,7,37,369970.7306060791,14719.105683735892
880,Scotland,104000000027026,Braomisaig,,,Validated,Other,Existing Woodland,20FGS48083-001,7,7.31,73073.9977722168,5794.738586857175
881,Scotland,104000000027026,Braomisaig,,,Validated,Other,Open Ground,20FGS48083-001,7,11.56,115650.25067138672,3518.505305144476
882,Scotland,104000000027027,Kinneston,,,Validated,Planted,Broadleaved (>80%),18FGS27661 ,6,5.02,50211.2508392334,3281.5328917600814
883,Scotland,104000000027027,Kinneston,,,Validated,Planted,Conifer (>80%),18FGS27661 ,6,2.16,21554.099700927734,1999.0532901540064
884,Scotland,104000000027027,Kinneston,,,Validated,Other,Open Ground,18FGS27661 ,6,0.13,1316.7301483154297,220.6538183684475
885,England,104000000027029,Cragg Estate,,,Validated,Planted,Broadleaved (>80%),1054859,8,6.87,68740.58532714844,6196.49427823621
886,England,104000000027029,Cragg Estate,,,Validated,Other,Existing Woodland,1054859,8,0.87,8713.935028076172,1160.2614689082122
887,England,104000000027029,Cragg Estate,,,Validated,Other,Open Ground,1054859,8,0.74,7430.29020690918,1388.8430075142696
888,Scotland,104000000027033,Glencotho,,,Validated,Planted,Broadleaved (>80%),20FGS48903-001A,7,19.48,194785.7068786621,8864.00297677014
889,Scotland,104000000027033,Glencotho,,,Validated,Planted,Conifer (>80%),20FGS48903-001A,7,374.95,3749511.8416900635,50717.84651094458
890,Scotland,104000000027033,Glencotho,,,Validated,Other,Open Ground,20FGS48903-001A,7,26.95,269499.27949523926,9251.343782023047
891,Wales,104000000027034,Llwyn Coch,,,Validated,Planted,Broadleaved (>80%),P0000335,8,19.91,199050.61400604248,4552.120716739736
892,Wales,104000000027034,Llwyn Coch,,,Validated,Planted,Mixed predominantly conifer (50-80%),P0000335,8,21.08,210827.05847930908,5255.433242416121
893,Scotland,104000000027038,Dalnavie,,,Validated,Planted,Broadleaved (>80%),20FGS55409-001,7,3.86,38595.218490600586,4929.523784107923
894,Scotland,104000000027038,Dalnavie,,,Validated,Planted,Conifer (>80%),20FGS55409-001,7,37.82,378242.3988189697,5678.800156676861
895,Scotland,104000000027038,Dalnavie,,,Validated,Other,Open Ground,20FGS55409-001,7,5.93,59321.816650390625,9518.727140380692
896,England,104000000027042,West Cornforth,103000000017205,England Woodland Carbon 2021,Under Development,Planted,Broadleaved (>80%),WCF 03 19_20,9,8.18,81781.8715209961,4146.141768278051
897,England,104000000027042,West Cornforth,103000000017205,England Woodland Carbon 2021,Under Development,Other,Open Ground,WCF 03 19_20,9,2.11,21113.11410522461,5167.303292365243
898,Scotland,104000000027050,Rynachulaig,103000000017273,CS Scotland 2,Validated,Planted,Broadleaved (>80%),20FGS55183,8,2.73,27288.53660583496,5315.846806118942
899,Scotland,104000000027050,Rynachulaig,103000000017273,CS Scotland 2,Validated,Planted,Conifer (>80%),20FGS55183,8,16.17,161739.77702331543,9396.736632590739
900,Scotland,104000000027050,Rynachulaig,103000000017273,CS Scotland 2,Validated,Other,Open Ground,20FGS55183,8,16.38,163769.89863586426,13344.158681981105
901,Wales,104000000027051,Maes Mynach,,,Validated,Planted,Broadleaved (>80%),n/a,8,2.78,27814.18954849243,3049.7970193104907
902,Wales,104000000027051,Maes Mynach,,,Validated,Planted,Conifer (>80%),n/a,8,45.14,451358.1325187683,8646.329739120043
903,Wales,104000000027051,Maes Mynach,,,Validated,Other,Open Ground,n/a,8,3.44,34355.23354721069,3811.8021934932763
904,Scotland,104000000027057,Achnahatnich,103000000017298,CS 5 (Natural Regen),Validated,Natural Regeneration - Upfront,Mixed predominantly conifer (50-80%),21FGS62806-001,9,49.58,495761.2741699219,22904.571357694906
905,Scotland,104000000027057,Achnahatnich,103000000017298,CS 5 (Natural Regen),Validated,Natural Regeneration - Future,Mixed predominantly conifer (50-80%),21FGS62806-001,9,61.1,611036.9503173828,10258.409307152755
906,Scotland,104000000027057,Achnahatnich,103000000017298,CS 5 (Natural Regen),Validated,Other,Existing Woodland,21FGS62806-001,9,30.51,305130.21896362305,12267.443041047429
907,Scotland,104000000027057,Achnahatnich,103000000017298,CS 5 (Natural Regen),Validated,Other,Open Ground,21FGS62806-001,9,29.47,294669.81619262695,10442.048486386833
908,Scotland,104000000027060,Ruantallain Estate - Rozga's Wood NWC,,,Validated,Planted,Broadleaved (>80%),18FGS32678-001,6,42.85,428504.7510070801,10661.780957994883
909,Scotland,104000000027060,Ruantallain Estate - Rozga's Wood NWC,,,Validated,Other,Open Ground,18FGS32678-001,6,17.08,170769.4451675415,15181.218436521236
910,Scotland,104000000027061,Balvattan,103000000017298,CS 5 (Natural Regen),Validated,Natural Regeneration - Upfront,Conifer (>80%),0300/000816,9,19.98,199791.91941833496,11481.392305888814
911,Scotland,104000000027061,Balvattan,103000000017298,CS 5 (Natural Regen),Validated,Natural Regeneration - Future,Conifer (>80%),0300/000816,9,3.36,33581.433044433594,1381.8829017647615
912,Scotland,104000000027061,Balvattan,103000000017298,CS 5 (Natural Regen),Validated,Other,Existing Woodland,0300/000816,9,42.72,427229.5710296631,16279.34034465584
